Source,Target,Directed,Weight,Type,Year
Jessica Hagedorn,Paul Beatty,,1,Directed,
Jessica Hagedorn,Shawn Wong,,1,Directed,
Jessica Hagedorn,Terry McMillan,,1,Directed,
Jessica Kerwin Jenkins,Hampton Fancher,,1,Directed,
Jessica Mitford,Rosa Guy,,1,Directed,
Jessica Shattuck,Aaron Hamburger,,1,Directed,
Jessica Shattuck,Jamie Ford,,1,Directed,
Jessica Shattuck,Lauren Grodstein,,1,Directed,
Jessica Shattuck,Tova Mirvis,,1,Directed,
Jessie Sholl,Lisa Jewell,,1,Directed,
Jewell Parker Rhodes,Donna Hemans,,1,Directed,
Jewell Parker Rhodes,Irete Lazo,,1,Directed,
Jewell Parker Rhodes,Jervey Tervalon,,1,Directed,
Jewell Parker Rhodes,Jewelle Gomez,,1,Directed,
Jewell Parker Rhodes,Kristin Hunter,,1,Directed,
Jewell Parker Rhodes,Nalo Hopkinson,,1,Directed,
Jewelle Gomez,Kathleen E. Morris,,1,Directed,
Jewelle Gomez,Larry Duplechan,,1,Directed,
Jewelle Gomez,Lavie Tidhar,,1,Directed,
Jewelle Gomez,Leslie Feinberg,,1,Directed,
Jewelle Gomez,Marci Blackman,,1,Directed,
Jewelle Gomez,Morteza Baharloo,,1,Directed,
Jewelle Gomez,Nalo Hopkinson,,1,Directed,
Jhumpa Lahiri,Alice Munro,,1,Directed,
Jhumpa Lahiri,Chiara Barzini,,1,Directed,
Jhumpa Lahiri,Chitra Divakaruni,,1,Directed,
Jhumpa Lahiri,Domenico Starnone,,1,Directed,
Jhumpa Lahiri,Frank Bergon,,1,Directed,
Jhumpa Lahiri,Mavis Gallant,,1,Directed,
Jhumpa Lahiri,R.K. Narayan,,1,Directed,
Jhumpa Lahiri,Samantha Gillison,,1,Directed,
Jhumpa Lahiri,Susan Choi,,1,Directed,
Jill A. Davis,Curtis Sittenfeld,,1,Directed,
Jill A. Davis,Jennifer Coburn,,1,Directed,
Jill Alexander Essbaum,Allison Amend,,1,Directed,
Jill Alexander Essbaum,Elizabeth Crane,,1,Directed,
Jill Alexander Essbaum,Liska Jacobs,,1,Directed,
Jill Alexander Essbaum,Melanie Finn,,1,Directed,
Jill Bialosky,Diane Goodman,,1,Directed,
Jill Churchill,Roberta Gellis,,1,Directed,
Jill Ciment,Alan Rifkin,,1,Directed,
Jill Ciment,Brad Kessler,,1,Directed,
Jill Ciment,Chris Bachelder,,1,Directed,
Jill Ciment,Christina Nichol,,1,Directed,
Jill Ciment,Lisa Michaels,,1,Directed,
Jill Ciment,Lynn Freed,,1,Directed,
Jill Ciment,Nina Vida,,1,Directed,
Jill Ciment,Ralph Sassone,,1,Directed,
Jill Ciment,Siobhan Fallon,,1,Directed,
Jill Conner Browne,Kathryn Stockett,,1,Directed,
Jill Conner Browne,Tori Carrington,,1,Directed,
Jill Dawson,Xu Xi,,1,Directed,
Jill Eisenstadt,Joe McGinniss Jr.,,1,Directed,
Jill Johnston,Sarah Schulman,,1,Directed,
Jill Kargman,Alison Pace,,1,Directed,
Jill Kargman,Jennifer Solow,,1,Directed,
Jill Mansell,Ali Land,,1,Directed,
Jill Mansell,Paula Daly,,1,Directed,
Jill McCorkle,Amy Greene,,1,Directed,
Jill McCorkle,Angela Davis-Gardner,,1,Directed,
Jill McCorkle,Bret Anthony Johnston,,1,Directed,
Jill McCorkle,Clyde Edgerton,,1,Directed,
Jill McCorkle,David Haynes,,1,Directed,
Jill McCorkle,Elizabeth Berg,,1,Directed,
Jill McCorkle,Frances Mayes,,1,Directed,
Jill McCorkle,Gary Fincke,,1,Directed,
Jill McCorkle,George Singleton,,1,Directed,
Jill McCorkle,Hannah Pittard,,1,Directed,
Jill McCorkle,Jamie Quatro,,1,Directed,
Jill McCorkle,Janet Peery,,1,Directed,
Jill McCorkle,Jessica Shattuck,,1,Directed,
Jill McCorkle,John Dufresne,,1,Directed,
Jill McCorkle,John McNally,,1,Directed,
Jill McCorkle,Judy Goldman,,1,Directed,
Jill McCorkle,Kirstin Chen,,1,Directed,
Jill McCorkle,Lydia Millet,,1,Directed,
Jill McCorkle,Mary Helen Stefaniak,,1,Directed,
Jill McCorkle,Megan Mayhew Bergman,,1,Directed,
Jill McCorkle,Nick White,,1,Directed,
Jill McCorkle,Rebecca T. Godwin,,1,Directed,
Jill McCorkle,Sarah Gilbert,,1,Directed,
Jill McCorkle,Skip Horack,,1,Directed,
Jill McCorkle,Steve Yarbrough,,1,Directed,
Jill McCorkle,Susan Dodd,,1,Directed,
Jill McCorkle,Tina McElroy Ansa,,1,Directed,
Jill McCorkle,Tony Earley,,1,Directed,
Jill McCorkle,Wiley Cash,,1,Directed,
Jill Morrow,T.L. Hines,,1,Directed,
Jill Nelson,Lionel Newton,,1,Directed,
Jill Nelson,Pearl Cleage,,1,Directed,
Jill Robinson,Ann Arensberg,,1,Directed,
Jill Robinson,Ellen Roddick,,1,Directed,
Jill Robinson,Hilma Wolitzer,,1,Directed,
Jill Robinson,Zane Kotker,,1,Directed,
Jill Scott,J. California Cooper,,1,Directed,
Jill Shalvis,Gena Showalter,,1,Directed,
Jill Soloway,Michelle Tea,,1,Directed,
Jillian Cantor,Alyson Richman,,1,Directed,
Jillian Lauren,Kevin Sampsell,,1,Directed,
Jillian Lauren,Siel Ju,,1,Directed,
Jillian Medoff,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Jillian Medoff,Zachary Lazar,,1,Directed,
Jim Butcher,C.E. Murphy,,1,Directed,
Jim Butcher,Justin Gustainis,,1,Directed,
Jim Butcher,Simon R. Green,,1,Directed,
Jim Carroll,Brad Listi,,1,Directed,
Jim Carroll,Jerry Stahl,,1,Directed,
Jim Carroll,Stephen Beachy,,1,Directed,
Jim Crace,Ali Smith,,1,Directed,
Jim Crace,Anthony Giardina,,1,Directed,
Jim Crace,Ben Ehrenreich,,1,Directed,
Jim Crace,Ben Fountain,,1,Directed,
Jim Crace,Frederick Busch,,1,Directed,
Jim Crace,James Hynes,,1,Directed,
Jim Crace,Jesse Browner,,1,Directed,
Jim Crace,John Dalton,,1,Directed,
Jim Crace,John Haskell,,1,Directed,
Jim Crace,Karan Mahajan,,1,Directed,
Jim Crace,Karim Dimechkie,,1,Directed,
Jim Crace,Kate Atkinson,,1,Directed,
Jim Crace,Maggie Gee,,1,Directed,
Jim Crace,Manil Suri,,1,Directed,
Jim Crace,Megan Hunter,,1,Directed,
Jim Crace,Rachel Cantor,,1,Directed,
Jim Crumley,Scott Phillips,,1,Directed,
Jim Daniels,Virgil Suarez,,1,Directed,
Jim Fergus,Alan Brennert,,1,Directed,
Jim Fergus,Charlotte McGuinn Freeman,,1,Directed,
Jim Fusilli,Peter Steiner,,1,Directed,
Jim Gavin,Abby Geni,,1,Directed,
Jim Gavin,Dana Johnson,,1,Directed,
Jim Gavin,Hannah Pittard,,1,Directed,
Jim Gavin,Samuel Park,,1,Directed,
Jim Gavin,Victoria Patterson,,1,Directed,
Jim Grimsley,Crystal Wilkinson,,1,Directed,
Jim Grimsley,Marie Giordano,,1,Directed,
Jim Grimsley,Moira Crone,,1,Directed,
Jim Harrison,Amit Chaudhuri,,1,Directed,
Jim Harrison,Andrei Codrescu,,1,Directed,
Jim Harrison,Barry Gifford,,1,Directed,
Jim Harrison,Boris Fishman,,1,Directed,
Jim Harrison,Callan Wink,,1,Directed,
Jim Harrison,Charles D'Ambrosio,,1,Directed,
Jim Harrison,Colum McCann,,1,Directed,
Jim Harrison,Cormac McCarthy,All the Pretty Horses,1,Directed,
Jim Harrison,Dagoberto Gilb,,1,Directed,
Jim Harrison,Dan Gerber,,1,Directed,
Jim Harrison,Dan O'Brien,,1,Directed,
Jim Harrison,Deirdre McNamer,,1,Directed,
Jim Harrison,Elwood Reid,,1,Directed,
Jim Harrison,Gerald Vizenor,,1,Directed,
Jim Harrison,Gil Adamson,,1,Directed,
Jim Harrison,James Lee Burke,,1,Directed,
Jim Harrison,James Welch,,1,Directed,
Jim Harrison,Jeffrey Lent,,1,Directed,
Jim Harrison,Jim Fergus,,1,Directed,
Jim Harrison,Jonathan Miles,,1,Directed,
Jim Harrison,Joseph Boyden,,1,Directed,
Jim Harrison,Josh Weil,,1,Directed,
Jim Harrison,Joy Williams,,1,Directed,
Jim Harrison,Kevin Canty,,1,Directed,
Jim Harrison,Larry Brown,,1,Directed,
Jim Harrison,Linda Hogan,,1,Directed,
Jim Harrison,Malcolm Brooks,,1,Directed,
Jim Harrison,Margaret Verble,,1,Directed,
Jim Harrison,Mark Haskell Smith,,1,Directed,
Jim Harrison,Peter Matthiessen,,1,Directed,
Jim Harrison,Richard Brautigan,,1,Directed,
Jim Harrison,Rick Bass,,1,Directed,
Jim Harrison,Simon Ortiz,,1,Directed,
Jim Harrison,Susanna Moore,,1,Directed,
Jim Harrison,William Hjortsberg,,1,Directed,
Jim Harrison,William Kittredge,,1,Directed,
Jim Harrison,Winston Groom,,1,Directed,
Jim Heynan,Jonis Agee,,1,Directed,
Jim Heynen,Kathleen Tyau,,1,Directed,
Jim Kokoris,Noah Bly,,1,Directed,
Jim Krusoe,Alistair McCartney,,1,Directed,
Jim Krusoe,Victoria Patterson,,1,Directed,
Jim Lewis,Nelly Reifler,,1,Directed,
Jim Lynch,Howard Frank Mosher,,1,Directed,
Jim Lynch,Jonathan Evison,,1,Directed,
Jim Lynch,Nancy Pearl,,1,Directed,
Jim Lynch,Shauna Seliy,,1,Directed,
Jim Magnuson,C.W. Smith,,1,Directed,
Jim Ruland,Barry Gifford,,1,Directed,
Jim Ruland,Elizabeth Ellen,,1,Directed,
Jim Shepard,Aaron Thier,,1,Directed,
Jim Shepard,Adam Braver,,1,Directed,
Jim Shepard,Alice Munro,,1,Directed,
Jim Shepard,Allegra Hyde,,1,Directed,
Jim Shepard,Amy Hempel,,1,Directed,
Jim Shepard,Andrew Foster Altschul,,1,Directed,
Jim Shepard,Anthony Doerr,,1,Directed,
Jim Shepard,Bruce Machart,,1,Directed,
Jim Shepard,Cara Hoffman,,1,Directed,
Jim Shepard,Courtney Maum,,1,Directed,
Jim Shepard,Deirdre McNamer,,1,Directed,
Jim Shepard,Fiona Maazel,,1,Directed,
Jim Shepard,Hannah Pittard,,1,Directed,
Jim Shepard,Helen Schulman,,1,Directed,
Jim Shepard,J. Ryan Stradal,,1,Directed,
Jim Shepard,Jay Neugeboren,,1,Directed,
Jim Shepard,Jennifer Haigh,,1,Directed,
Jim Shepard,Jim Gavin,,1,Directed,
Jim Shepard,Joan Silber,,1,Directed,
Jim Shepard,Jonis Agee,,1,Directed,
Jim Shepard,Josh Weil,,1,Directed,
Jim Shepard,Joshua Ferris,,1,Directed,
Jim Shepard,Joshua Henkin,,1,Directed,
Jim Shepard,Joy Williams,,1,Directed,
Jim Shepard,Karen Thompson Walker,,1,Directed,
Jim Shepard,Katy Simpson Smith,,1,Directed,
Jim Shepard,Leslie Larson,,1,Directed,
Jim Shepard,Lily King,,1,Directed,
Jim Shepard,Luke B. Goebel,,1,Directed,
Jim Shepard,Lydia Kiesling,The Golden State,1,Directed,
Jim Shepard,Marci Vogel,,1,Directed,
Jim Shepard,Maria Flook,,1,Directed,
Jim Shepard,Matthew Thomas,,1,Directed,
Jim Shepard,Megan Mayhew Bergman,,1,Directed,
Jim Shepard,Michael Cunningham,,1,Directed,
Jim Shepard,Mira Jacob,,1,Directed,
Jim Shepard,Pia Z. Ehrhardt,,1,Directed,
Jim Shepard,Rae DelBianco,Rough Animals,1,Directed,
Jim Shepard,Robb Forman Dew,,1,Directed,
Jim Shepard,Robin Black,,1,Directed,
Jim Shepard,Ron Currie Jr.,,1,Directed,
Jim Shepard,Stephanie Carpenter,,1,Directed,
Jim Shepard,Steve Almond,,1,Directed,
Jim Shepard,Uwem Akpan,,1,Directed,
Jim Shepard,Xhenet Aliu,,1,Directed,
Jim Sheridan,Ivana Bodrozic,The Hotel Tito,1,Directed,
Jimin Han,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Jimmy Santiago Baca,Montserrat Fontes,,1,Directed,
Jimmy Santiago Baca,Sean Gandert,,1,Directed,
JJ Bola,Guy Gunaratne,,1,Directed,
Jo Ann Beard,Peter Rock,,1,Directed,
Jo Beverly,Roberta Gellis,,1,Directed,
Jo-Ann Mapson,Anne D. LeClaire,,1,Directed,
Jo-Ann Mapson,Caroline Leavitt,,1,Directed,
Jo-Ann Mapson,Elizabeth Dewberry,,1,Directed,
Jo-Ann Mapson,Gayle Brandeis,,1,Directed,
Jo-Ann Mapson,Jonis Agee,,1,Directed,
Jo-Ann Mapson,Lisa Jewell,,1,Directed,
Jo-Ann Mapson,Margaret Hawkins,,1,Directed,
Joan Aiken,Bobbie Ann Mason,,1,Directed,
Joan Barfoot,Diana Fitzgrerald Bryden,,1,Directed,
Joan Barfoot,Elizabeth Hay,,1,Directed,
Joan Barfoot,Matt Cohen,,1,Directed,
Joan Clark,Shree Ghatage,,1,Directed,
Joan Collins,Michael Korda,,1,Directed,
Joan Crawford,Lisa Alther,,1,Directed,
Joan Didion,Alex Witchel,,1,Directed,
Joan Didion,Brock Brower,,1,Directed,
Joan Didion,Carolyn See,,1,Directed,
Joan Didion,Elizabeth Hardwick,,1,Directed,
Joan Didion,Jill A. Davis,,1,Directed,
Joan Didion,Kate Braverman,,1,Directed,
Joan Didion,Leonard Gardner,,1,Directed,
Joan Didion,Margaret Atwood,,1,Directed,
Joan Didion,Rebecca Stowe,,1,Directed,
Joan Didion,Richard Yates,,1,Directed,
Joan Didion,Shirley Hazzard,,1,Directed,
Joan Didion,Susan Choi,,1,Directed,
Joan Didion,Susan Minot,,1,Directed,
Joan Didion,Susanna Moore,,1,Directed,
Joan Didion,Vendela Vida,,1,Directed,
Joan Didion,William S. Burroughs,,1,Directed,
Joan Gould,Elizabeth Berg,,1,Directed,
Joan Gould,Kathryn Harrison,,1,Directed,
Joan Silber,Achy Obejas,,1,Directed,
Joan Silber,Caroline Leavitt,,1,Directed,
Joan Silber,Dalia Sofer,,1,Directed,
Joan Silber,Debra Spark,,1,Directed,
Joan Silber,Francine Prose,,1,Directed,
Joan Silber,Grace Dane Mazur,,1,Directed,
Joan Silber,Heidi Durrow,,1,Directed,
Joan Silber,Johanna Skibsrud,,1,Directed,
Joan Silber,Joshua Henkin,,1,Directed,
Joan Silber,K.L. Cook,,1,Directed,
Joan Silber,Manuel Munoz,,1,Directed,
Joan Silber,Marisa Silver,,1,Directed,
Joan Silber,Marshall Klimasewiski,,1,Directed,
Joan Silber,Mary Morris,,1,Directed,
Joan Silber,Matthew Pitt,,1,Directed,
Joan Silber,Maud Casey,,1,Directed,
Joan Silber,Maxine Chernoff,,1,Directed,
Joan Silber,Michael Parker,,1,Directed,
Joan Silber,Molly Antopol,,1,Directed,
Joan Silber,Nick Flynn,,1,Directed,
Joan Silber,Peter Orner,,1,Directed,
Joan Silber,Sara Pritchard,,1,Directed,
Joan Silber,Shelly Oria,,1,Directed,
Joan Silber,Stacey D'Erasmo,,1,Directed,
Joan Silber,Stephen O'Connor,,1,Directed,
Joan Wickersham,Dawn Tripp,,1,Directed,
Joan Wickersham,Jill Bialosky,,1,Directed,
Joan Wickersham,Stephen McCauley,,1,Directed,
Joan Williams,Frank Conroy,,1,Directed,
Joan Williams,Fred Chappell,,1,Directed,
Joan Williams,Mary Ward Brown,,1,Directed,
Joanna Cannon,Ali Land,,1,Directed,
Joanna Cannon,Gabriel Tallent,,1,Directed,
Joanna Hershon,Jennifer Cody Epstein,,1,Directed,
Joanna Hershon,Joanna Rakoff,,1,Directed,
Joanna Hershon,Nelson Eubanks,,1,Directed,
Joanna Rakoff,Allison Amend,,1,Directed,
Joanna Rakoff,Dylan Landis,,1,Directed,
Joanna Rakoff,Edan Lepucki,,1,Directed,
Joanna Rakoff,Jana Casale,,1,Directed,
Joanna Rakoff,Jessica Anya Blau,,1,Directed,
Joanna Rakoff,Joanna Hershon,,1,Directed,
Joanna Rakoff,Julia Fierro,,1,Directed,
Joanna Rakoff,Tova Mirvis,,1,Directed,
Joanna Ruocco,Caren Beilin,,1,Directed,
Joanna Ruocco,Nat Baldwin,,1,Directed,
Joanna Ruocco,Vi Khi Nao,,1,Directed,
Joanna Russ,Cynthia Felice,,1,Directed,
Joanna Scott,Adrienne Miller,,1,Directed,
Joanna Scott,Andrea Barrett,,1,Directed,
Joanna Scott,Anne Ursu,,1,Directed,
Joanna Scott,Beth Lordan,,1,Directed,
Joanna Scott,Binnie Kirshenbaum,,1,Directed,
Joanna Scott,Brock Clarke,,1,Directed,
Joanna Scott,Bruce Bauman,,1,Directed,
Joanna Scott,Catherine Chidgey,,1,Directed,
Joanna Scott,Chad Harbach,,1,Directed,
Joanna Scott,David Treuer,,1,Directed,
Joanna Scott,Frederick Busch,,1,Directed,
Joanna Scott,Goldie Goldbloom,,1,Directed,
Joanna Scott,Jaimy Gordon,,1,Directed,
Joanna Scott,Jean Kwok,,1,Directed,
Joanna Scott,John Fulton,,1,Directed,
Joanna Scott,John Griesemer,,1,Directed,
Joanna Scott,Jonathan Baumbach,,1,Directed,
Joanna Scott,Kathleen McCleary,,1,Directed,
Joanna Scott,Kathryn Davis,,1,Directed,
Joanna Scott,Katie Farris,,1,Directed,
Joanna Scott,Kim Edwards,The Secrets of a Fire King,1,Directed,
Joanna Scott,Lynne Sharon Schwartz,,1,Directed,
Joanna Scott,Matthew Derby,,1,Directed,
Joanna Scott,Maureen Howard,,1,Directed,
Joanna Scott,Melissa Pritchard,,1,Directed,
Joanna Scott,Paul La Farge,,1,Directed,
Joanna Scott,Ravi Mangla,,1,Directed,
Joanna Scott,Steve Erickson,,1,Directed,
Joanna Scott,Stewart O'Nan,,1,Directed,
Joanna Scott,T.M. McNally,,1,Directed,
Joanna Scott,Thomas Savage,,1,Directed,
Joanna Scott,Tom Piazza,,1,Directed,
Joanna Scott,Valerie Martin,,1,Directed,
Joanna Scott,William H. Gass,,1,Directed,
Joanna Torrey,Daniel Handler,,1,Directed,
Joanna Trollope,Catherine Texier,,1,Directed,
Joanne Greenberg,Andrea Seigel,,1,Directed,
Joanne Greenberg,Arthur A. Cohen,,1,Directed,
Joanne Greenberg,Barbara Austin,,1,Directed,
Joanne Greenberg,Gwen Davis,,1,Directed,
Joanne Greenberg,Jay Neugeboren,,1,Directed,
Joanne Greenberg,John E. Williams,,1,Directed,
Joanne Greenberg,Richard Perez,,1,Directed,
Joanne Greenberg,Steven Schwartz,,1,Directed,
Joanne Harris,Andrew Pyper,,1,Directed,
Joanne Harris,Elif Shafak,,1,Directed,
Joanne Harris,Janet Davey,,1,Directed,
Joanne Harris,Marti Leimbach,,1,Directed,
Joanne Harris,Tracy Chevalier,,1,Directed,
Joanne Leedom-Ackerman,C.W. Smith,,1,Directed,
Joanne Pence,Shirley Hailstock,,1,Directed,
Joanne Rendell,Katharine Davis,,1,Directed,
Joanne Woodward,Shelby Hearon,,1,Directed,
Jodi Picoult,Alice Hoffman,,1,Directed,
Jodi Picoult,Amanda Eyre Ward,,1,Directed,
Jodi Picoult,Ann Hood,,1,Directed,
Jodi Picoult,Audrey Niffenegger,,1,Directed,
Jodi Picoult,Caroline Leavitt,,1,Directed,
Jodi Picoult,Carolyn Parkhurst,,1,Directed,
Jodi Picoult,Celeste Ng,,1,Directed,
Jodi Picoult,Garth Stein,,1,Directed,
Jodi Picoult,Jacquelyn Mitchard,,1,Directed,
Jodi Picoult,Jillian Medoff,,1,Directed,
Jodi Picoult,Jo-Ann Mapson,,1,Directed,
Jodi Picoult,John Green,,1,Directed,
Jodi Picoult,John Searles,,1,Directed,
Jodi Picoult,Judy Goldman,,1,Directed,
Jodi Picoult,Julia Fierro,,1,Directed,
Jodi Picoult,Kim Edwards,,1,Directed,
Jodi Picoult,Kimberly McCreight,,1,Directed,
Jodi Picoult,Laura McHugh,,1,Directed,
Jodi Picoult,Lauren Fox,,1,Directed,
Jodi Picoult,Lisa Genova,,1,Directed,
Jodi Picoult,Lisa Scottoline,,1,Directed,
Jodi Picoult,Paula McLain,,1,Directed,
Jodi Picoult,Paula Wall,,1,Directed,
Jodi Picoult,Ronlyn Domingue,,1,Directed,
Jodi Picoult,Rowan Coleman,,1,Directed,
Jodi Picoult,Sara Gruen,,1,Directed,
Jodi Picoult,Sarah Jio,,1,Directed,
Jodi Picoult,Stefan Merrill Block,,1,Directed,
Joe Clifford Faust,T.L. Hines,,1,Directed,
Joe David Bellamy,David Long,,1,Directed,
Joe Dunthorne,Nathan Filer,,1,Directed,
Joe Gores,Joe R. Lansdale,,1,Directed,
Joe Gores,Joseph Trigoboff,,1,Directed,
Joe Haldeman,Charles Sheffield,,1,Directed,
Joe Haldeman,Greg Bear,,1,Directed,
Joe Haldeman,Jack McDevitt,,1,Directed,
Joe Haldeman,Kate Wilhelm,,1,Directed,
Joe Haldeman,Robert Mason,,1,Directed,
Joe Haldeman,Roger Zelazny,,1,Directed,
Joe Hill,A.J. Finn,,1,Directed,
Joe Hill,Celeste Ng,,1,Directed,
Joe Hill,David Mitchell,,1,Directed,
Joe Hill,Lauren Beukes,,1,Directed,
Joe Hill,Lev Grossman,,1,Directed,
Joe Hill,Neil Gaiman,,1,Directed,
Joe Hill,Warren Ellis,,1,Directed,
Joe Ide,Nico Walker,,1,Directed,
Joe Ide,Richard Lange,,1,Directed,
Joe Keenan,Christopher Bram,,1,Directed,
Joe Keenan,Stephen Fry,,1,Directed,
Joe Klein,Doug Marlette,,1,Directed,
Joe Lansdale,Jeff Johnson,,1,Directed,
Joe McGinniss Jr.,David Trueba,,1,Directed,
Joe McGinniss Jr.,Marc Bojanowski,,1,Directed,
Joe Meno,Christopher Boucher,,1,Directed,
Joe Meno,Ryan Boudinot,,1,Directed,
Joe Meno,Sam Pink,,1,Directed,
Joe R. Lansdale,Andrew Vachss,,1,Directed,
Joe R. Lansdale,Brian Hodge,,1,Directed,
Joe R. Lansdale,Christopher Golden,,1,Directed,
Joe R. Lansdale,Duane Swierczynski,,1,Directed,
Joe R. Lansdale,Joseph Trigoboff,,1,Directed,
Joe R. Lansdale,Michael Koryta,,1,Directed,
Joe R. Lansdale,Paul Tremblay,,1,Directed,
Joe R. Lansdale,Richard Lange,,1,Directed,
Joe R. Lansdale,Sean Stewart,,1,Directed,
Joe R. Lansdale,W.P. Kinsella,,1,Directed,
Joe Sacco,Laila Lalami,,1,Directed,
Joe Sacksteder,Elizabeth Ellen,,1,Directed,
Joe Treasure,Ellen Wiles,The Invisible Crowd,1,Directed,
JoeAnn Hart,Laura Harrington,,1,Directed,
Joel Brouwer,Lynn Pruett,,1,Directed,
Joel Rose,Abraham Rodriguez,,1,Directed,
Joel Rose,Bruce Benderson,,1,Directed,
Joel Rose,Darius James,,1,Directed,
Joel Rose,Emer Martin,,1,Directed,
Joel Rose,Todd Grimson,,1,Directed,
Joelle Charbonneau,Lydia Millet,,1,Directed,
Johanna Edwards,Alison Pace,,1,Directed,
Johanna Edwards,Allison Winn Scotch,,1,Directed,
Johanna Kaplan,Francine Prose,,1,Directed,
Johanna Kaplan,Hugh Nissenson,,1,Directed,
Johanna Kaplan,Ida Fink,,1,Directed,
Johanna Kaplan,Jay Neugeboren,,1,Directed,
Johanna Kaplan,Louise Blecher Rose,,1,Directed,
Johanna Lane,Naima Coster,,1,Directed,
Johanna Lindsey,Karen Robards,,1,Directed,
Johanna Skibsrud,Alexi Zentner,,1,Directed,
Johanna Skibsrud,Madeleine Thien,,1,Directed,
Johanna Skibsrud,Rebecca Lee,,1,Directed,
Johannes Goransson,Laura Ellen Joyce,,1,Directed,
Johannes Goransson,Michael J. Seidlinger,,1,Directed,
John A. Williams,Alexs Pate,,1,Directed,
John A. Williams,Anthony Grooms,,1,Directed,
John A. Williams,Clarence Major,,1,Directed,
John A. Williams,Elizabeth Nunez,,1,Directed,
John A. Williams,Emmanuel Dongala,,1,Directed,
John A. Williams,Ernest J. Gaines,,1,Directed,
John A. Williams,Ishmael Reed,,1,Directed,
John A. Williams,Jay Neugeboren,,1,Directed,
John A. Williams,Joanne Leedom-Ackerman,,1,Directed,
John A. Williams,Nathan C. Heard,,1,Directed,
John A. Williams,Philip Lewis,,1,Directed,
John A. Williams,Ronald Fair,We Can't Breathe,1,Directed,
John A. Williams,Rosa Guy,,1,Directed,
John A. Williams,Sam Greenlee,,1,Directed,
John A. Williams,Sandra Lee Gould,,1,Directed,
John A. Williams,Thomas B. Morgan,,1,Directed,
John A. Williams,Toni Morrison,,1,Directed,
John A. Williams,Trey Ellis,,1,Directed,
John A. Williams,Yaw M. Boateng,,1,Directed,
John Allen Paulos,Astro Teller,,1,Directed,
John Ashbery,Ben Lerner,,1,Directed,
John Ashbery,Christine Schutt,,1,Directed,
John Ashbery,Harry Mathews,,1,Directed,
John Ashbery,Jaime Manrique,Colombian Gold,1,Directed,
John Ashbery,Jennifer Belle,,1,Directed,
John Ashbery,Kenneth Koch,,1,Directed,
John Ashbery,Mona Simpson,,1,Directed,
John Ashbery,Walter Abish,,1,Directed,
John Ashbery,Wayne Koestenbaum,,1,Directed,
John Banville,Ben Ehrenreich,,1,Directed,
John Banville,Edna O'Brien,,1,Directed,
John Banville,Javier Marias,,1,Directed,
John Banville,Jill Bialosky,,1,Directed,
John Banville,John Boyne,,1,Directed,
John Banville,Josephine Hart,,1,Directed,
John Banville,Juan Gabriel Vasquez,,1,Directed,
John Banville,Kingsley Amis,,1,Directed,
John Banville,Mark Sarvas,,1,Directed,
John Banville,Michael Frayn,,1,Directed,
John Banville,Niall Griffiths,,1,Directed,
John Banville,Nick Laird,,1,Directed,
John Banville,Ottessa Moshfegh,,1,Directed,
John Banville,Patrick McGrath,,1,Directed,
John Banville,Richard Ford,,1,Directed,
John Banville,Sebastian Barry,,1,Directed,
John Banville,William Trevor,,1,Directed,
John Banville,Zachary Mason,,1,Directed,
John Barkham,Joanne Greenberg,,1,Directed,
John Barth,Ann Cummins,,1,Directed,
John Barth,Ben Neihart,,1,Directed,
John Barth,Curtis White,,1,Directed,
John Barth,David Lipsky,,1,Directed,
John Barth,Frances Sherwood,,1,Directed,
John Barth,Fred G. Leebron,,1,Directed,
John Barth,Frederick Barthelme,,1,Directed,
John Barth,Gina Apostol,,1,Directed,
John Barth,Guy Davenport,,1,Directed,
John Barth,James Boylan,,1,Directed,
John Barth,"James Whorton, Jr.",,1,Directed,
